"lex_1";"lex_2";"w1w2";"w1";"w2";"freq1";"freq2";"joint";"dice";"loglikelihood";"mi3";"tscore";"agr"
"статус";"автономия";"543";"106678";"24762";"106678";"24762";"543";"9.20395074778273";"4500.090042060347";"17.718563023342494";"23.16370862303059";"20.259013576467872"
"статус";"свободный";"539";"106678";"102257";"106678";"102257";"539";"8.7330842736787";"2941.2627903644607";"16.278202744028825";"22.641677384854436";"19.19806800007628"
"статус";"еще";"539";"106678";"1348856";"106678";"1348856";"539";"6.791979349903744";"481.880654018144";"13.69867989149374";"15.635647059853689";"14.635153705011469"
"статус";"время";"536";"106678";"1729882";"106678";"1729882";"536";"6.553876527081295";"307.52827687172055";"13.433139289678534";"13.402367707996966";"13.417744677590676"
"статус";"столица";"535";"106678";"262618";"106678";"262618";"535";"8.15606015797642";"1942.3220614556094";"15.312645019391566";"21.648616256953463";"18.207074885982035"
"статус";"донецкий";"534";"106678";"31679";"106678";"31679";"534";"9.135950439271323";"4143.6717694964145";"17.42207879962832";"22.929568801738387";"19.987014647149916"
"статус";"область";"532";"106678";"793570";"106678";"793570";"532";"7.259365109998045";"886.4368309240793";"14.189933998727343";"18.575924235535513";"16.235490102476383"
"статус";"внеблоковый";"530";"106678";"675";"106678";"675";"530";"9.382146438218545";"8781.273714805144";"21.248218891287298";"23.01790321446643";"22.11536673716826"
"статус";"другой";"520";"106678";"1257454";"106678";"1257454";"520";"6.820947105238646";"489.1045238577783";"13.661187397477695";"15.608520797351941";"14.602428825714332"
"статус";"однако";"518";"106678";"778822";"106678";"778822";"518";"7.249214686614403";"856.4636938037071";"14.128688488631006";"18.294700854617236";"16.077317231664566"
"статус";"иерусалим";"516";"106678";"17643";"106678";"17643";"516";"9.208631736714342";"4575.695314171228";"17.904526475837947";"22.61429191205787";"20.122082105780407"
"статус";"кандидат";"506";"106678";"203770";"106678";"203770";"506";"8.273912155336358";"2025.9059089077641";"15.399163384588741";"21.312478780963524";"18.11613487691671"
"статус";"наш";"504";"106678";"1038520";"106678";"1038520";"504";"6.964635342846581";"588.4946127020386";"13.758722186076591";"16.41408348990681";"15.027867935162803"
"статус";"главный";"502";"106678";"629286";"106678";"629286";"502";"7.402810816780422";"979.9552938702103";"14.247759799270002";"18.740678404935768";"16.340522769755296"
